Statistic Label,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment,2009 May,25 - 74 years,Both sexes,Thousand,196.3
Seasonally Adjusted Monthly Unemployment,2009 May,25 - 74 years,Male,Thousand,132.4
Seasonally Adjusted Monthly Unemployment,2009 May,25 - 74 years,Female,Thousand,63.9
Seasonally Adjusted Monthly Unemployment,2009 June,15 - 24 years,Both sexes,Thousand,97.7
Seasonally Adjusted Monthly Unemployment,2009 June,15 - 24 years,Male,Thousand,65.6
Seasonally Adjusted Monthly Unemployment,2009 June,15 - 24 years,Female,Thousand,32.1
Seasonally Adjusted Monthly Unemployment,2009 June,15 - 74 years,Both sexes,Thousand,296.4
Seasonally Adjusted Monthly Unemployment,2009 June,15 - 74 years,Male,Thousand,199.7
Seasonally Adjusted Monthly Unemployment,2009 June,15 - 74 years,Female,Thousand,96.8
Seasonally Adjusted Monthly Unemployment,2009 June,25 - 74 years,Both sexes,Thousand,198.7
Seasonally Adjusted Monthly Unemployment,2009 June,25 - 74 years,Male,Thousand,134.1
Seasonally Adjusted Monthly Unemployment,2009 June,25 - 74 years,Female,Thousand,64.6
Seasonally Adjusted Monthly Unemployment,2009 July,15 - 24 years,Both sexes,Thousand,95.3
Seasonally Adjusted Monthly Unemployment,2009 July,15 - 24 years,Male,Thousand,63.7
Seasonally Adjusted Monthly Unemployment,2009 July,15 - 24 years,Female,Thousand,31.6
Seasonally Adjusted Monthly Unemployment,2009 July,15 - 74 years,Both sexes,Thousand,298.2
Seasonally Adjusted Monthly Unemployment,2009 July,15 - 74 years,Male,Thousand,198.5
Seasonally Adjusted Monthly Unemployment,2009 July,15 - 74 years,Female,Thousand,99.8
Seasonally Adjusted Monthly Unemployment,2009 July,25 - 74 years,Both sexes,Thousand,202.9
Seasonally Adjusted Monthly Unemployment,2009 July,25 - 74 years,Male,Thousand,134.8
Seasonally Adjusted Monthly Unemployment,2009 July,25 - 74 years,Female,Thousand,68.2
Seasonally Adjusted Monthly Unemployment,2009 August,15 - 24 years,Both sexes,Thousand,92.5
Seasonally Adjusted Monthly Unemployment,2009 August,15 - 24 years,Male,Thousand,61
Seasonally Adjusted Monthly Unemployment,2009 August,15 - 24 years,Female,Thousand,31.4
Seasonally Adjusted Monthly Unemployment,2009 August,15 - 74 years,Both sexes,Thousand,301.7
Seasonally Adjusted Monthly Unemployment,2009 August,15 - 74 years,Male,Thousand,197.7
Seasonally Adjusted Monthly Unemployment,2009 August,15 - 74 years,Female,Thousand,104.1
Seasonally Adjusted Monthly Unemployment,2009 August,25 - 74 years,Both sexes,Thousand,209.3
Seasonally Adjusted Monthly Unemployment,2009 August,25 - 74 years,Male,Thousand,136.6
Seasonally Adjusted Monthly Unemployment,2009 August,25 - 74 years,Female,Thousand,72.6
Seasonally Adjusted Monthly Unemployment,2009 September,15 - 24 years,Both sexes,Thousand,98.8
Seasonally Adjusted Monthly Unemployment,2009 September,15 - 24 years,Male,Thousand,66.3
Seasonally Adjusted Monthly Unemployment,2009 September,15 - 24 years,Female,Thousand,32.6
Seasonally Adjusted Monthly Unemployment,2009 September,15 - 74 years,Both sexes,Thousand,314.2
Seasonally Adjusted Monthly Unemployment,2009 September,15 - 74 years,Male,Thousand,206.1
Seasonally Adjusted Monthly Unemployment,2009 September,15 - 74 years,Female,Thousand,108.2
Seasonally Adjusted Monthly Unemployment,2009 September,25 - 74 years,Both sexes,Thousand,215.4
Seasonally Adjusted Monthly Unemployment,2009 September,25 - 74 years,Male,Thousand,139.8
Seasonally Adjusted Monthly Unemployment,2009 September,25 - 74 years,Female,Thousand,75.6
Seasonally Adjusted Monthly Unemployment,2009 October,15 - 24 years,Both sexes,Thousand,101.3
Seasonally Adjusted Monthly Unemployment,2009 October,15 - 24 years,Male,Thousand,69.1
Seasonally Adjusted Monthly Unemployment,2009 October,15 - 24 years,Female,Thousand,32.3
Seasonally Adjusted Monthly Unemployment,2009 October,15 - 74 years,Both sexes,Thousand,316.3
Seasonally Adjusted Monthly Unemployment,2009 October,15 - 74 years,Male,Thousand,209.2
Seasonally Adjusted Monthly Unemployment,2009 October,15 - 74 years,Female,Thousand,107.1
Seasonally Adjusted Monthly Unemployment,2009 October,25 - 74 years,Both sexes,Thousand,215
Seasonally Adjusted Monthly Unemployment,2009 October,25 - 74 years,Male,Thousand,140.1
Seasonally Adjusted Monthly Unemployment,2009 October,25 - 74 years,Female,Thousand,74.8
Seasonally Adjusted Monthly Unemployment,2009 November,15 - 24 years,Both sexes,Thousand,102.2
Seasonally Adjusted Monthly Unemployment,2009 November,15 - 24 years,Male,Thousand,69.7
Seasonally Adjusted Monthly Unemployment,2009 November,15 - 24 years,Female,Thousand,32.5
Seasonally Adjusted Monthly Unemployment,2009 November,15 - 74 years,Both sexes,Thousand,317.1
Seasonally Adjusted Monthly Unemployment,2009 November,15 - 74 years,Male,Thousand,211.4
Seasonally Adjusted Monthly Unemployment,2009 November,15 - 74 years,Female,Thousand,105.7
Seasonally Adjusted Monthly Unemployment,2009 November,25 - 74 years,Both sexes,Thousand,214.9
Seasonally Adjusted Monthly Unemployment,2009 November,25 - 74 years,Male,Thousand,141.7
Seasonally Adjusted Monthly Unemployment,2009 November,25 - 74 years,Female,Thousand,73.2
Seasonally Adjusted Monthly Unemployment,2009 December,15 - 24 years,Both sexes,Thousand,100
Seasonally Adjusted Monthly Unemployment,2009 December,15 - 24 years,Male,Thousand,68.4
Seasonally Adjusted Monthly Unemployment,2009 December,15 - 24 years,Female,Thousand,31.6
Seasonally Adjusted Monthly Unemployment,2009 December,15 - 74 years,Both sexes,Thousand,312
Seasonally Adjusted Monthly Unemployment,2009 December,15 - 74 years,Male,Thousand,209.1
Seasonally Adjusted Monthly Unemployment,2009 December,15 - 74 years,Female,Thousand,102.9
Seasonally Adjusted Monthly Unemployment,2009 December,25 - 74 years,Both sexes,Thousand,212.1
Seasonally Adjusted Monthly Unemployment,2009 December,25 - 74 years,Male,Thousand,140.8
Seasonally Adjusted Monthly Unemployment,2009 December,25 - 74 years,Female,Thousand,71.3
Seasonally Adjusted Monthly Unemployment,2010 January,15 - 24 years,Both sexes,Thousand,97.2
Seasonally Adjusted Monthly Unemployment,2010 January,15 - 24 years,Male,Thousand,65.3
Seasonally Adjusted Monthly Unemployment,2010 January,15 - 24 years,Female,Thousand,31.9
Seasonally Adjusted Monthly Unemployment,2010 January,15 - 74 years,Both sexes,Thousand,312.5
Seasonally Adjusted Monthly Unemployment,2010 January,15 - 74 years,Male,Thousand,209.6
Seasonally Adjusted Monthly Unemployment,2010 January,15 - 74 years,Female,Thousand,103
Seasonally Adjusted Monthly Unemployment,2010 January,25 - 74 years,Both sexes,Thousand,215.3
Seasonally Adjusted Monthly Unemployment,2010 January,25 - 74 years,Male,Thousand,144.2
Seasonally Adjusted Monthly Unemployment,2010 January,25 - 74 years,Female,Thousand,71.1
Seasonally Adjusted Monthly Unemployment,2010 February,15 - 24 years,Both sexes,Thousand,93.5
Seasonally Adjusted Monthly Unemployment,2010 February,15 - 24 years,Male,Thousand,62.6
Seasonally Adjusted Monthly Unemployment,2010 February,15 - 24 years,Female,Thousand,30.9
Seasonally Adjusted Monthly Unemployment,2010 February,15 - 74 years,Both sexes,Thousand,308.4
Seasonally Adjusted Monthly Unemployment,2010 February,15 - 74 years,Male,Thousand,206.2
Seasonally Adjusted Monthly Unemployment,2010 February,15 - 74 years,Female,Thousand,102.2
Seasonally Adjusted Monthly Unemployment,2010 February,25 - 74 years,Both sexes,Thousand,214.8
Seasonally Adjusted Monthly Unemployment,2010 February,25 - 74 years,Male,Thousand,143.6
Seasonally Adjusted Monthly Unemployment,2010 February,25 - 74 years,Female,Thousand,71.2
Seasonally Adjusted Monthly Unemployment,2010 March,15 - 24 years,Both sexes,Thousand,91.6
Seasonally Adjusted Monthly Unemployment,2010 March,15 - 24 years,Male,Thousand,60.9
Seasonally Adjusted Monthly Unemployment,2010 March,15 - 24 years,Female,Thousand,30.7
Seasonally Adjusted Monthly Unemployment,2010 March,15 - 74 years,Both sexes,Thousand,311.7
Seasonally Adjusted Monthly Unemployment,2010 March,15 - 74 years,Male,Thousand,205.8
Seasonally Adjusted Monthly Unemployment,2010 March,15 - 74 years,Female,Thousand,105.8
Seasonally Adjusted Monthly Unemployment,2010 March,25 - 74 years,Both sexes,Thousand,220.1
Seasonally Adjusted Monthly Unemployment,2010 March,25 - 74 years,Male,Thousand,144.9
Seasonally Adjusted Monthly Unemployment,2010 March,25 - 74 years,Female,Thousand,75.2
Seasonally Adjusted Monthly Unemployment,2010 April,15 - 24 years,Both sexes,Thousand,90.5
Seasonally Adjusted Monthly Unemployment,2010 April,15 - 24 years,Male,Thousand,59.7
Seasonally Adjusted Monthly Unemployment,2010 April,15 - 24 years,Female,Thousand,30.8
Seasonally Adjusted Monthly Unemployment,2010 April,15 - 74 years,Both sexes,Thousand,319.4
Seasonally Adjusted Monthly Unemployment,2010 April,15 - 74 years,Male,Thousand,207.3
Seasonally Adjusted Monthly Unemployment,2010 April,15 - 74 years,Female,Thousand,112.1
Seasonally Adjusted Monthly Unemployment,2010 April,25 - 74 years,Both sexes,Thousand,228.9
Seasonally Adjusted Monthly Unemployment,2010 April,25 - 74 years,Male,Thousand,147.6
Seasonally Adjusted Monthly Unemployment,2010 April,25 - 74 years,Female,Thousand,81.3
Seasonally Adjusted Monthly Unemployment,2010 May,15 - 24 years,Both sexes,Thousand,90.9
Seasonally Adjusted Monthly Unemployment,2010 May,15 - 24 years,Male,Thousand,59.8
Seasonally Adjusted Monthly Unemployment,2010 May,15 - 24 years,Female,Thousand,31.1
Seasonally Adjusted Monthly Unemployment,2010 May,15 - 74 years,Both sexes,Thousand,327
Seasonally Adjusted Monthly Unemployment,2010 May,15 - 74 years,Male,Thousand,209.6
Seasonally Adjusted Monthly Unemployment,2010 May,15 - 74 years,Female,Thousand,117.4
Seasonally Adjusted Monthly Unemployment,2010 May,25 - 74 years,Both sexes,Thousand,236.1
Seasonally Adjusted Monthly Unemployment,2010 May,25 - 74 years,Male,Thousand,149.8
Seasonally Adjusted Monthly Unemployment,2010 May,25 - 74 years,Female,Thousand,86.3
Seasonally Adjusted Monthly Unemployment,2010 June,15 - 24 years,Both sexes,Thousand,89.5
Seasonally Adjusted Monthly Unemployment,2010 June,15 - 24 years,Male,Thousand,58.8
Seasonally Adjusted Monthly Unemployment,2010 June,15 - 24 years,Female,Thousand,30.8
Seasonally Adjusted Monthly Unemployment,2010 June,15 - 74 years,Both sexes,Thousand,324.3
Seasonally Adjusted Monthly Unemployment,2010 June,15 - 74 years,Male,Thousand,209.3
Seasonally Adjusted Monthly Unemployment,2010 June,15 - 74 years,Female,Thousand,115
Seasonally Adjusted Monthly Unemployment,2010 June,25 - 74 years,Both sexes,Thousand,234.8
Seasonally Adjusted Monthly Unemployment,2010 June,25 - 74 years,Male,Thousand,150.5
Seasonally Adjusted Monthly Unemployment,2010 June,25 - 74 years,Female,Thousand,84.3
Seasonally Adjusted Monthly Unemployment,2010 July,15 - 24 years,Both sexes,Thousand,87.8
Seasonally Adjusted Monthly Unemployment,2010 July,15 - 24 years,Male,Thousand,57.8
Seasonally Adjusted Monthly Unemployment,2010 July,15 - 24 years,Female,Thousand,30
Seasonally Adjusted Monthly Unemployment,2010 July,15 - 74 years,Both sexes,Thousand,320.5
Seasonally Adjusted Monthly Unemployment,2010 July,15 - 74 years,Male,Thousand,209
Seasonally Adjusted Monthly Unemployment,2010 July,15 - 74 years,Female,Thousand,111.5
Seasonally Adjusted Monthly Unemployment,2010 July,25 - 74 years,Both sexes,Thousand,232.7
Seasonally Adjusted Monthly Unemployment,2010 July,25 - 74 years,Male,Thousand,151.2
Seasonally Adjusted Monthly Unemployment,2010 July,25 - 74 years,Female,Thousand,81.5
Seasonally Adjusted Monthly Unemployment,2010 August,15 - 24 years,Both sexes,Thousand,85.8
Seasonally Adjusted Monthly Unemployment,2010 August,15 - 24 years,Male,Thousand,54.8
Seasonally Adjusted Monthly Unemployment,2010 August,15 - 24 years,Female,Thousand,30.9
Seasonally Adjusted Monthly Unemployment,2010 August,15 - 74 years,Both sexes,Thousand,322.3
Seasonally Adjusted Monthly Unemployment,2010 August,15 - 74 years,Male,Thousand,208.5
Seasonally Adjusted Monthly Unemployment,2010 August,15 - 74 years,Female,Thousand,113.8
Seasonally Adjusted Monthly Unemployment,2010 August,25 - 74 years,Both sexes,Thousand,236.6
Seasonally Adjusted Monthly Unemployment,2010 August,25 - 74 years,Male,Thousand,153.6
Seasonally Adjusted Monthly Unemployment,2010 August,25 - 74 years,Female,Thousand,82.9
Seasonally Adjusted Monthly Unemployment,2010 September,15 - 24 years,Both sexes,Thousand,93.6
Seasonally Adjusted Monthly Unemployment,2010 September,15 - 24 years,Male,Thousand,59.1
Seasonally Adjusted Monthly Unemployment,2010 September,15 - 24 years,Female,Thousand,34.6
Seasonally Adjusted Monthly Unemployment,2010 September,15 - 74 years,Both sexes,Thousand,337.6
Seasonally Adjusted Monthly Unemployment,2010 September,15 - 74 years,Male,Thousand,217.4
Seasonally Adjusted Monthly Unemployment,2010 September,15 - 74 years,Female,Thousand,120.1
Seasonally Adjusted Monthly Unemployment,2010 September,25 - 74 years,Both sexes,Thousand,243.9
Seasonally Adjusted Monthly Unemployment,2010 September,25 - 74 years,Male,Thousand,158.3
Seasonally Adjusted Monthly Unemployment,2010 September,25 - 74 years,Female,Thousand,85.6
Seasonally Adjusted Monthly Unemployment,2010 October,15 - 24 years,Both sexes,Thousand,97.5
Seasonally Adjusted Monthly Unemployment,2010 October,15 - 24 years,Male,Thousand,59.9
Seasonally Adjusted Monthly Unemployment,2010 October,15 - 24 years,Female,Thousand,37.6
Seasonally Adjusted Monthly Unemployment,2010 October,15 - 74 years,Both sexes,Thousand,350
Seasonally Adjusted Monthly Unemployment,2010 October,15 - 74 years,Male,Thousand,222.3
Seasonally Adjusted Monthly Unemployment,2010 October,15 - 74 years,Female,Thousand,127.7
Seasonally Adjusted Monthly Unemployment,2010 October,25 - 74 years,Both sexes,Thousand,252.5
Seasonally Adjusted Monthly Unemployment,2010 October,25 - 74 years,Male,Thousand,162.4
Seasonally Adjusted Monthly Unemployment,2010 October,25 - 74 years,Female,Thousand,90.1
Seasonally Adjusted Monthly Unemployment,2010 November,15 - 24 years,Both sexes,Thousand,98.1
Seasonally Adjusted Monthly Unemployment,2010 November,15 - 24 years,Male,Thousand,59.4
Seasonally Adjusted Monthly Unemployment,2010 November,15 - 24 years,Female,Thousand,38.7
Seasonally Adjusted Monthly Unemployment,2010 November,15 - 74 years,Both sexes,Thousand,351.8
Seasonally Adjusted Monthly Unemployment,2010 November,15 - 74 years,Male,Thousand,222.6
Seasonally Adjusted Monthly Unemployment,2010 November,15 - 74 years,Female,Thousand,129.2
Seasonally Adjusted Monthly Unemployment,2010 November,25 - 74 years,Both sexes,Thousand,253.7
Seasonally Adjusted Monthly Unemployment,2010 November,25 - 74 years,Male,Thousand,163.2
Seasonally Adjusted Monthly Unemployment,2010 November,25 - 74 years,Female,Thousand,90.5
Seasonally Adjusted Monthly Unemployment,2010 December,15 - 24 years,Both sexes,Thousand,95.2
Seasonally Adjusted Monthly Unemployment,2010 December,15 - 24 years,Male,Thousand,58.4
Seasonally Adjusted Monthly Unemployment,2010 December,15 - 24 years,Female,Thousand,36.8
Seasonally Adjusted Monthly Unemployment,2010 December,15 - 74 years,Both sexes,Thousand,348
Seasonally Adjusted Monthly Unemployment,2010 December,15 - 74 years,Male,Thousand,221.1
Seasonally Adjusted Monthly Unemployment,2010 December,15 - 74 years,Female,Thousand,126.9
Seasonally Adjusted Monthly Unemployment,2010 December,25 - 74 years,Both sexes,Thousand,252.8
Seasonally Adjusted Monthly Unemployment,2010 December,25 - 74 years,Male,Thousand,162.7
Seasonally Adjusted Monthly Unemployment,2010 December,25 - 74 years,Female,Thousand,90.1
Seasonally Adjusted Monthly Unemployment,2011 January,15 - 24 years,Both sexes,Thousand,94.1
Seasonally Adjusted Monthly Unemployment,2011 January,15 - 24 years,Male,Thousand,58.3
Seasonally Adjusted Monthly Unemployment,2011 January,15 - 24 years,Female,Thousand,35.8
Seasonally Adjusted Monthly Unemployment,2011 January,15 - 74 years,Both sexes,Thousand,342.7
Seasonally Adjusted Monthly Unemployment,2011 January,15 - 74 years,Male,Thousand,217.8
Seasonally Adjusted Monthly Unemployment,2011 January,15 - 74 years,Female,Thousand,124.8
Seasonally Adjusted Monthly Unemployment,2011 January,25 - 74 years,Both sexes,Thousand,248.6
Seasonally Adjusted Monthly Unemployment,2011 January,25 - 74 years,Male,Thousand,159.5
Seasonally Adjusted Monthly Unemployment,2011 January,25 - 74 years,Female,Thousand,89.1
Seasonally Adjusted Monthly Unemployment,2011 February,15 - 24 years,Both sexes,Thousand,90.8
Seasonally Adjusted Monthly Unemployment,2011 February,15 - 24 years,Male,Thousand,57.7
Seasonally Adjusted Monthly Unemployment,2011 February,15 - 24 years,Female,Thousand,33.1
Seasonally Adjusted Monthly Unemployment,2011 February,15 - 74 years,Both sexes,Thousand,335
Seasonally Adjusted Monthly Unemployment,2011 February,15 - 74 years,Male,Thousand,214.3
Seasonally Adjusted Monthly Unemployment,2011 February,15 - 74 years,Female,Thousand,120.7
Seasonally Adjusted Monthly Unemployment,2011 February,25 - 74 years,Both sexes,Thousand,244.2
Seasonally Adjusted Monthly Unemployment,2011 February,25 - 74 years,Male,Thousand,156.6
Seasonally Adjusted Monthly Unemployment,2011 February,25 - 74 years,Female,Thousand,87.6
Seasonally Adjusted Monthly Unemployment,2011 March,15 - 24 years,Both sexes,Thousand,87.7
Seasonally Adjusted Monthly Unemployment,2011 March,15 - 24 years,Male,Thousand,56.3
Seasonally Adjusted Monthly Unemployment,2011 March,15 - 24 years,Female,Thousand,31.4
